"state","retail.recreation","grocery.pharmacy","parks","transitstations","workplace","residential","date"
"Arizona",0.24,0.07,0.06,0.32,0.42,0.14,2020-05-14
"Arkansas",0.07,-0.09,-0.78,0.12,0.3,0.09,2020-05-14
"California",0.45,0.1,0.17,0.47,0.47,0.19,2020-05-14
"Colorado",0.26,0.05,-0.39,0.44,0.46,0.17,2020-05-14
"Connecticut",0.29,0.11,-0.74,0.4,0.46,0.18,2020-05-14
"Delaware",0.26,0.08,-0.32,0.36,0.44,0.15,2020-05-14
"Florida",0.31,0.13,0.29,0.48,0.39,0.13,2020-05-14
"Georgia",0.17,0.02,-0.21,0.4,0.4,0.15,2020-05-14
"Hawaii",0.46,0.24,0.51,0.66,0.42,0.2,2020-05-14
"Idaho",0.16,-0.04,-0.67,0.12,0.36,0.12,2020-05-14
"Illinois",0.37,0.09,0.06,0.5,0.48,0.2,2020-05-14
"Indiana",0.17,0.01,-0.48,0.15,0.37,0.15,2020-05-14
"Iowa",0.25,-0.02,-0.79,0.15,0.37,0.16,2020-05-14
"Kansas",0.2,0.04,-1.04,0.08,0.38,0.14,2020-05-14
"Kentucky",0.18,-0.07,-0.9,0.17,0.39,0.12,2020-05-14
"Louisiana",0.26,0.03,0.29,0.34,0.36,0.15,2020-05-14
"Maine",0.22,0,-1.28,0.29,0.37,0.12,2020-05-14
"Maryland",0.31,0.12,-0.53,0.48,0.52,0.21,2020-05-14
"Massachusetts",0.36,0.12,-0.71,0.62,0.54,0.21,2020-05-14
"Michigan",0.36,0.12,-0.09,0.43,0.51,0.21,2020-05-14
"Minnesota",0.3,0.01,-1.26,0.48,0.45,0.17,2020-05-14
"Mississippi",0.08,-0.04,-0.14,0.09,0.3,0.09,2020-05-14
"Missouri",0.17,-0.03,-0.54,0.21,0.38,0.13,2020-05-14
"Montana",0.08,-0.09,-0.97,0.14,0.28,0.08,2020-05-14
"Nebraska",0.2,0.01,-0.76,0.07,0.37,0.15,2020-05-14
"Nevada",0.3,0.06,0.3,0.46,0.47,0.17,2020-05-14
"New Hampshire",0.2,0.04,-1.36,0.26,0.42,0.16,2020-05-14
"New Jersey",0.44,0.12,-0.66,0.58,0.53,0.23,2020-05-14
"New Mexico",0.23,-0.03,-0.25,0.18,0.42,0.16,2020-05-14
"New York",0.49,0.11,-0.15,0.61,0.53,0.22,2020-05-14
"North Carolina",0.22,0,-0.42,0.34,0.38,0.14,2020-05-14
"North Dakota",0.12,0,-0.6,0.16,0.3,0.12,2020-05-14
"Ohio",0.24,0.02,-0.54,0.21,0.4,0.16,2020-05-14
"Oklahoma",0.05,-0.09,-0.63,0.04,0.32,0.1,2020-05-14
"Oregon",0.33,0.06,0.03,0.41,0.44,0.16,2020-05-14
"Pennsylvania",0.31,0.07,-0.44,0.43,0.45,0.17,2020-05-14
"Rhode Island",0.23,0.08,-1.39,0.49,0.45,0.17,2020-05-14
"South Carolina",0.13,-0.02,-0.29,0.11,0.33,0.1,2020-05-14
"South Dakota",0.12,-0.09,-1.45,0.01,0.31,0.11,2020-05-14
"Tennessee",0.09,-0.05,-0.63,0.17,0.34,0.1,2020-05-14
"Texas",0.2,0.04,-0.15,0.34,0.4,0.16,2020-05-14
"Utah",0.17,-0.02,-0.87,0.34,0.43,0.14,2020-05-14
"Vermont",0.31,0.12,-0.98,0.38,0.45,0.16,2020-05-14
"Virginia",0.29,0.06,-0.4,0.42,0.46,0.18,2020-05-14
"Washington",0.33,0.06,-0.41,0.48,0.48,0.18,2020-05-14
"West Virginia",0.13,-0.02,-0.23,0.12,0.34,0.11,2020-05-14
"Wisconsin",0.28,0.05,-0.74,0.24,0.39,0.17,2020-05-14
"Wyoming",0.13,-0.04,-0.47,-0.04,0.29,0.1,2020-05-14
"Alabama",0.13,-0.01,-0.46,0.12,0.32,0.11,2020-05-15
"Alaska",0.05,-0.07,-1.34,0.26,0.29,0.09,2020-05-15
"Arizona",0.26,0.07,0.07,0.32,0.4,0.14,2020-05-15
"Arkansas",0.13,-0.02,-0.4,0.13,0.31,0.11,2020-05-15
"California",0.45,0.09,0.11,0.46,0.45,0.19,2020-05-15
"Colorado",0.29,0.06,-0.22,0.43,0.44,0.16,2020-05-15
"Connecticut",0.31,0.13,-0.61,0.45,0.45,0.2,2020-05-15
"Delaware",0.27,0.09,-0.49,0.4,0.43,0.17,2020-05-15
"Florida",0.33,0.14,0.34,0.5,0.39,0.17,2020-05-15
"Georgia",0.19,0.03,-0.6,0.39,0.39,0.13,2020-05-15
"Hawaii",0.44,0.22,0.47,0.63,0.4,0.19,2020-05-15
"Idaho",0.18,-0.05,-0.96,0.1,0.34,0.1,2020-05-15
"Illinois",0.34,0.06,-0.38,0.42,0.46,0.18,2020-05-15
"Indiana",0.18,0.03,-0.61,0.15,0.37,0.15,2020-05-15
"Iowa",0.16,-0.14,-2.06,0.07,0.34,0.1,2020-05-15
"Kansas",0.17,0.05,-1.05,0.06,0.33,0.11,2020-05-15
"Kentucky",0.23,-0.02,-0.63,0.22,0.39,0.15,2020-05-15
"Louisiana",0.24,0.01,0.19,0.37,0.36,0.15,2020-05-15
"Maine",0.3,0.08,-0.4,0.39,0.39,0.16,2020-05-15
"Maryland",0.3,0.11,-0.92,0.45,0.5,0.21,2020-05-15
"Massachusetts",0.4,0.16,-0.28,0.62,0.53,0.23,2020-05-15
"Michigan",0.36,0.12,-0.82,0.37,0.49,0.2,2020-05-15
"Minnesota",0.3,-0.01,-1.54,0.46,0.45,0.16,2020-05-15
"Mississippi",0.12,0.01,-0.11,0.12,0.3,0.12,2020-05-15
"Missouri",0.13,0.02,-0.55,0.19,0.3,0.13,2020-05-15
"Montana",0.14,-0.08,-0.43,0.15,0.29,0.1,2020-05-15
"Nebraska",0.16,-0.05,-1.15,0.02,0.35,0.13,2020-05-15
"Nevada",0.32,0.07,0.3,0.47,0.46,0.18,2020-05-15
"New Hampshire",0.27,0.08,-0.55,0.38,0.42,0.19,2020-05-15
"New Jersey",0.45,0.12,-0.81,0.57,0.52,0.23,2020-05-15
"New Mexico",0.26,-0.06,-0.18,0.23,0.39,0.14,2020-05-15
"New York",0.5,0.12,-0.12,0.59,0.52,0.23,2020-05-15
"North Carolina",0.22,0,-0.72,0.32,0.38,0.12,2020-05-15
"North Dakota",0.14,0.02,-1.28,0.13,0.28,0.11,2020-05-15
"Ohio",0.25,0.06,-0.65,0.2,0.39,0.16,2020-05-15
"Oklahoma",0.15,0.04,-0.08,0.11,0.33,0.13,2020-05-15
"Oregon",0.3,0.05,-0.47,0.33,0.42,0.14,2020-05-15
"Pennsylvania",0.33,0.09,-0.61,0.46,0.44,0.18,2020-05-15
"Rhode Island",0.27,0.09,-1.06,0.51,0.44,0.19,2020-05-15
"South Carolina",0.13,-0.03,-0.43,0.09,0.34,0.1,2020-05-15
"South Dakota",0.12,-0.12,-1.59,0.01,0.3,0.12,2020-05-15
"Tennessee",0.13,-0.02,-0.61,0.18,0.34,0.11,2020-05-15
"Texas",0.24,0.06,0.1,0.35,0.39,0.16,2020-05-15
"Utah",0.2,-0.05,-1,0.33,0.4,0.13,2020-05-15
"Vermont",0.38,0.2,-0.08,0.38,0.46,0.19,2020-05-15
"Virginia",0.28,0.05,-0.68,0.41,0.45,0.17,2020-05-15
"Washington",0.33,0.06,-0.84,0.45,0.47,0.16,2020-05-15
"West Virginia",0.19,0.02,-0.4,0.13,0.34,0.12,2020-05-15
"Wisconsin",0.26,0.03,-1.77,0.16,0.39,0.15,2020-05-15
"Wyoming",0.13,-0.04,-0.52,-0.12,0.27,0.1,2020-05-15
"Alabama",0.15,-0.08,-0.71,0.04,0.14,0.04,2020-05-16
"Alaska",0.07,-0.13,-1.64,0.23,0.16,0.02,2020-05-16
"Arizona",0.29,0.07,0.16,0.31,0.23,0.08,2020-05-16
"Arkansas",0.16,-0.05,-0.08,0.13,0.14,0.06,2020-05-16
"California",0.47,0.07,0.14,0.41,0.27,0.12,2020-05-16
"Colorado",0.31,0.04,-0.36,0.38,0.25,0.09,2020-05-16
"Connecticut",0.29,0.11,-1.93,0.36,0.26,0.08,2020-05-16
"Delaware",0.29,0.07,0.28,0.28,0.23,0.08,2020-05-16
"Florida",0.32,0.12,0.28,0.5,0.26,0.09,2020-05-16
"Georgia",0.2,0.01,-0.59,0.34,0.19,0.07,2020-05-16
"Hawaii",0.46,0.21,0.32,0.67,0.36,0.12,2020-05-16
"Idaho",0.16,-0.07,-0.59,-0.03,0.16,0.03,2020-05-16
"Illinois",0.35,0.03,-0.59,0.32,0.25,0.09,2020-05-16
"Indiana",0.14,-0.05,-1.66,0,0.2,0.05,2020-05-16
"Iowa",0.22,-0.15,-1.4,0.09,0.15,0.07,2020-05-16
"Kansas",0.25,0,-1.25,0.07,0.16,0.06,2020-05-16
"Kentucky",0.25,-0.09,-1.2,0.14,0.22,0.06,2020-05-16
"Louisiana",0.28,0.01,0.32,0.36,0.22,0.09,2020-05-16
"Maine",0.29,0.06,-0.82,0.34,0.22,0.07,2020-05-16
"Maryland",0.32,0.09,-1.44,0.33,0.28,0.1,2020-05-16
"Massachusetts",0.39,0.17,-0.99,0.5,0.33,0.1,2020-05-16
"Michigan",0.34,0.06,-1.8,0.24,0.28,0.08,2020-05-16
"Minnesota",0.38,0.04,-0.54,0.49,0.26,0.1,2020-05-16
"Mississippi",0.12,-0.05,-0.3,0.09,0.17,0.05,2020-05-16
"Missouri",0.21,-0.04,-0.55,0.18,0.17,0.06,2020-05-16
"Montana",0.13,-0.16,-1.07,0.06,0.16,0.02,2020-05-16
"Nebraska",0.24,0,-0.58,0.05,0.18,0.09,2020-05-16
"Nevada",0.36,0.08,0.37,0.44,0.41,0.11,2020-05-16
"New Hampshire",0.25,0.07,-0.99,0.22,0.25,0.07,2020-05-16
"New Jersey",0.45,0.11,-1.46,0.49,0.31,0.11,2020-05-16
"New Mexico",0.31,0.02,-0.13,0.22,0.24,0.09,2020-05-16
"New York",0.47,0.09,-0.73,0.52,0.33,0.11,2020-05-16
"North Carolina",0.25,-0.01,-0.9,0.26,0.23,0.06,2020-05-16
"North Dakota",0.2,-0.03,-1.35,0.18,0.11,0.04,2020-05-16
"Ohio",0.22,-0.02,-1.92,0.07,0.21,0.06,2020-05-16
"Oklahoma",0.13,-0.07,-0.24,0.04,0.16,0.06,2020-05-16
"Oregon",0.36,0.08,-0.15,0.31,0.26,0.09,2020-05-16
"Pennsylvania",0.34,0.06,-1.28,0.36,0.25,0.08,2020-05-16
"Rhode Island",0.26,0.06,-2.32,0.42,0.28,0.08,2020-05-16
"South Carolina",0.14,-0.06,-0.79,0.06,0.2,0.05,2020-05-16
"South Dakota",0.19,-0.11,-0.49,0.07,0.16,0.09,2020-05-16
"Tennessee",0.14,-0.08,-1.03,0.1,0.16,0.03,2020-05-16
"Texas",0.29,0.08,0.3,0.35,0.24,0.11,2020-05-16
"Utah",0.25,-0.01,-1.11,0.25,0.19,0.05,2020-05-16
"Vermont",0.37,0.16,-0.94,0.47,0.31,0.08,2020-05-16
"Virginia",0.31,0.03,-0.74,0.31,0.25,0.08,2020-05-16
"Washington",0.4,0.1,-0.17,0.41,0.3,0.1,2020-05-16
"West Virginia",0.17,-0.07,-0.91,0.05,0.19,0.04,2020-05-16
"Wisconsin",0.27,-0.04,-1.64,0.13,0.18,0.07,2020-05-16
"Wyoming",0.11,-0.08,-0.81,-0.17,0.14,0.04,2020-05-16
"Alabama",0.18,0.01,-0.3,0.12,0.21,0.06,2020-05-17
"Alaska",-0.06,-0.14,-1.86,0.28,0.14,0,2020-05-17
"Arizona",0.25,0.09,0.08,0.34,0.21,0.06,2020-05-17
"Arkansas",0.11,-0.08,-0.45,0.13,0.17,0.05,2020-05-17
"California",0.47,0.13,0.16,0.44,0.28,0.11,2020-05-17
"Colorado",0.25,0.04,-0.73,0.4,0.25,0.06,2020-05-17
"Connecticut",0.29,0.15,-0.94,0.44,0.24,0.08,2020-05-17
"Delaware",0.32,0.11,-0.26,0.42,0.27,0.08,2020-05-17
"Florida",0.33,0.15,0.2,0.53,0.28,0.09,2020-05-17
"Georgia",0.21,0.05,-0.46,0.42,0.25,0.06,2020-05-17
"Hawaii",0.46,0.22,0.3,0.69,0.37,0.11,2020-05-17
"Idaho",0.02,-0.11,-1.59,0,0.2,0.03,2020-05-17
"Illinois",0.46,0.21,0.34,0.5,0.31,0.11,2020-05-17
"Indiana",0.21,0.03,-0.41,0.16,0.23,0.06,2020-05-17
"Iowa",0.19,-0.12,-0.63,0.18,0.18,0.06,2020-05-17
"Kansas",0.12,0,-1.06,0.02,0.18,0.04,2020-05-17
"Kentucky",0.24,-0.03,-0.82,0.18,0.24,0.05,2020-05-17
"Louisiana",0.25,0.02,0.14,0.39,0.23,0.07,2020-05-17
"Maine",0.16,-0.06,-1.59,0.26,0.16,0.03,2020-05-17
"Maryland",0.35,0.16,-0.66,0.42,0.3,0.1,2020-05-17
"Massachusetts",0.37,0.21,-0.54,0.56,0.29,0.1,2020-05-17
"Michigan",0.37,0.13,-0.17,0.43,0.3,0.09,2020-05-17
"Minnesota",0.39,0.14,-0.05,0.58,0.28,0.09,2020-05-17
"Mississippi",0.12,-0.01,-0.11,0.13,0.21,0.06,2020-05-17
"Missouri",0.15,-0.02,-0.4,0.22,0.19,0.05,2020-05-17
"Montana",0.06,-0.13,-0.97,0.07,0.14,0.01,2020-05-17
"Nebraska",0.2,0.01,-0.63,0.08,0.16,0.06,2020-05-17
"Nevada",0.35,0.12,0.29,0.5,0.41,0.1,2020-05-17
"New Hampshire",0.22,0.12,-0.91,0.25,0.23,0.06,2020-05-17
"New Jersey",0.46,0.17,-1,0.57,0.29,0.11,2020-05-17
"New Mexico",0.27,0.02,-0.19,0.21,0.21,0.07,2020-05-17
"New York",0.47,0.15,-0.54,0.56,0.31,0.1,2020-05-17
"North Carolina",0.24,0.02,-0.52,0.34,0.25,0.06,2020-05-17
"North Dakota",0.08,-0.04,-1.79,0.18,0.12,0,2020-05-17
"Ohio",0.2,0.03,-1.35,0.19,0.21,0.05,2020-05-17
"Oklahoma",0.05,-0.09,-0.82,0,0.16,0.03,2020-05-17
"Oregon",0.28,0.06,-0.21,0.29,0.26,0.07,2020-05-17
"Pennsylvania",0.31,0.11,-0.8,0.42,0.26,0.07,2020-05-17
"Rhode Island",0.24,0.12,-1.07,0.46,0.23,0.08,2020-05-17
"South Carolina",0.12,-0.04,-0.51,0.04,0.23,0.05,2020-05-17
"South Dakota",0.05,-0.19,-2.04,0,0.13,0.03,2020-05-17
"Tennessee",0.14,-0.03,-0.56,0.2,0.22,0.05,2020-05-17
"Texas",0.22,0.06,0.01,0.34,0.21,0.07,2020-05-17
"Utah",0.13,-0.08,-1.26,0.28,0.27,0.04,2020-05-17
"Vermont",0.28,0.1,-1.16,0.53,0.29,0.04,2020-05-17
"Virginia",0.3,0.09,-0.48,0.4,0.27,0.08,2020-05-17
"Washington",0.3,0.07,-0.45,0.4,0.28,0.08,2020-05-17
"West Virginia",0.1,-0.09,-0.91,0.06,0.19,0.03,2020-05-17
"Wisconsin",0.36,0.15,0.1,0.39,0.23,0.09,2020-05-17
"Wyoming",0.03,-0.07,-1.18,-0.07,0.13,0.01,2020-05-17
"Alabama",0.08,-0.01,-0.16,0.12,0.29,0.1,2020-05-18
"Alaska",0,-0.04,-0.79,0.29,0.31,0.1,2020-05-18
"Arizona",0.19,0.08,0.08,0.31,0.38,0.12,2020-05-18
"Arkansas",0.02,-0.06,-0.54,0.09,0.29,0.08,2020-05-18
"California",0.43,0.13,0.24,0.49,0.45,0.18,2020-05-18
"Colorado",0.2,0.03,-0.72,0.41,0.39,0.13,2020-05-18
"Connecticut",0.26,0.12,-0.4,0.43,0.44,0.17,2020-05-18
"Delaware",0.25,0.12,-0.01,0.39,0.41,0.16,2020-05-18
"Florida",0.31,0.18,0.42,0.5,0.37,0.14,2020-05-18
"Georgia",0.18,0.06,0.03,0.42,0.38,0.14,2020-05-18
"Hawaii",0.44,0.25,0.57,0.63,0.39,0.17,2020-05-18
"Idaho",0.03,-0.05,-0.74,0.09,0.27,0.07,2020-05-18
"Illinois",0.31,0.08,-0.02,0.48,0.46,0.17,2020-05-18
"Indiana",0.1,0.02,-0.32,0.14,0.33,0.13,2020-05-18
"Iowa",0.15,-0.1,-0.71,0.13,0.32,0.13,2020-05-18
"Kansas",0.12,0.03,-0.89,0.07,0.32,0.1,2020-05-18
"Kentucky",0.22,0.03,-0.03,0.25,0.36,0.14,2020-05-18
"Louisiana",0.13,0.02,-0.06,0.26,0.28,0.1,2020-05-18
"Maine",0.16,-0.01,-0.88,0.29,0.35,0.11,2020-05-18
"Maryland",0.31,0.16,-0.17,0.5,0.49,0.2,2020-05-18
"Massachusetts",0.35,0.18,-0.21,0.64,0.52,0.2,2020-05-18
"Michigan",0.34,0.15,-0.08,0.46,0.46,0.19,2020-05-18
"Minnesota",0.23,0,-0.99,0.5,0.42,0.15,2020-05-18
"Mississippi",0,-0.05,-0.16,0.08,0.27,0.09,2020-05-18
"Missouri",0.1,-0.02,-0.31,0.24,0.34,0.12,2020-05-18
"Montana",0.03,-0.11,-0.85,0.1,0.25,0.06,2020-05-18
"Nebraska",0.11,-0.02,-0.87,0.07,0.33,0.12,2020-05-18
"Nevada",0.28,0.08,0.3,0.47,0.42,0.15,2020-05-18
"New Hampshire",0.15,0.07,-0.73,0.27,0.4,0.15,2020-05-18
"New Jersey",0.42,0.14,-0.42,0.59,0.51,0.21,2020-05-18
"New Mexico",0.19,-0.02,-0.19,0.23,0.38,0.13,2020-05-18
"New York",0.47,0.14,0.03,0.61,0.51,0.21,2020-05-18
"North Carolina",0.21,0.03,-0.17,0.35,0.37,0.13,2020-05-18
"North Dakota",0.03,0,-0.84,0.17,0.27,0.09,2020-05-18
"Ohio",0.21,0.08,-0.04,0.25,0.37,0.15,2020-05-18
"Oklahoma",0.01,-0.07,-0.6,0.03,0.31,0.09,2020-05-18
"Oregon",0.26,0.08,-0.08,0.38,0.4,0.14,2020-05-18
"Pennsylvania",0.26,0.09,-0.4,0.48,0.42,0.16,2020-05-18
"Rhode Island",0.23,0.12,-0.74,0.52,0.42,0.16,2020-05-18
"South Carolina",0.1,0.01,-0.15,0.14,0.3,0.11,2020-05-18
"South Dakota",0.04,-0.12,-1.74,-0.03,0.27,0.09,2020-05-18
"Tennessee",0.08,0,-0.16,0.21,0.32,0.11,2020-05-18
"Texas",0.17,0.06,-0.03,0.34,0.37,0.14,2020-05-18
"Utah",0.11,-0.05,-0.83,0.33,0.39,0.12,2020-05-18
"Vermont",0.19,0.1,-0.83,0.38,0.43,0.14,2020-05-18
"Virginia",0.3,0.12,0.07,0.47,0.43,0.18,2020-05-18
"Washington",0.28,0.08,-0.46,0.47,0.45,0.15,2020-05-18
"West Virginia",0.09,-0.03,-0.22,0.1,0.31,0.1,2020-05-18
"Wisconsin",0.24,0.05,-0.27,0.29,0.37,0.15,2020-05-18
"Wyoming",0,-0.07,-1.01,-0.07,0.25,0.06,2020-05-18
"Alabama",0.06,-0.06,-0.35,0.1,0.28,0.1,2020-05-19
"Alaska",0,-0.07,-0.8,0.27,0.29,0.1,2020-05-19
"Arizona",0.18,0.04,0.07,0.3,0.39,0.13,2020-05-19
"Arkansas",0.02,-0.08,-0.88,0.08,0.29,0.08,2020-05-19
"California",0.42,0.09,0.07,0.46,0.45,0.18,2020-05-19
"Colorado",0.2,0.02,-0.47,0.41,0.43,0.15,2020-05-19
"Connecticut",0.25,0.08,-0.53,0.39,0.44,0.17,2020-05-19
"Delaware",0.22,0.06,-0.21,0.38,0.42,0.16,2020-05-19
"Florida",0.26,0.1,0.27,0.46,0.37,0.14,2020-05-19
"Georgia",0.13,-0.01,-0.26,0.38,0.38,0.14,2020-05-19
"Hawaii",0.42,0.2,0.47,0.63,0.4,0.19,2020-05-19
"Idaho",0.04,-0.09,-0.8,0.05,0.32,0.1,2020-05-19
"Illinois",0.33,0.08,0.14,0.49,0.46,0.19,2020-05-19
"Indiana",0.11,-0.01,-0.31,0.12,0.34,0.13,2020-05-19
"Iowa",0.17,-0.11,-1.05,0.1,0.35,0.13,2020-05-19
"Kansas",0.08,-0.01,-1.39,0.03,0.35,0.11,2020-05-19
"Kentucky",0.2,-0.04,-0.3,0.19,0.37,0.13,2020-05-19
"Louisiana",0.11,-0.04,-0.08,0.22,0.3,0.1,2020-05-19
"Maine",0.15,0,-1.12,0.28,0.36,0.11,2020-05-19
"Maryland",0.26,0.1,-0.47,0.47,0.49,0.2,2020-05-19
"Massachusetts",0.33,0.14,-0.4,0.62,0.52,0.2,2020-05-19
"Michigan",0.27,0.05,-0.63,0.36,0.46,0.17,2020-05-19
"Minnesota",0.21,-0.03,-1.57,0.46,0.43,0.15,2020-05-19
"Mississippi",0,-0.07,-0.34,0.05,0.28,0.09,2020-05-19
"Missouri",0.1,-0.03,-0.65,0.2,0.36,0.12,2020-05-19
"Montana",0.04,-0.11,-0.9,0.09,0.27,0.07,2020-05-19
"Nebraska",0.12,-0.01,-1.06,0.04,0.34,0.13,2020-05-19
"Nevada",0.25,0.05,0.26,0.43,0.43,0.16,2020-05-19
"New Hampshire",0.13,0.01,-0.98,0.23,0.4,0.15,2020-05-19
"New Jersey",0.42,0.1,-0.41,0.57,0.51,0.22,2020-05-19
"New Mexico",0.18,-0.05,-0.17,0.18,0.39,0.14,2020-05-19
"New York",0.44,0.09,-0.13,0.6,0.51,0.2,2020-05-19
"North Carolina",0.25,0.06,0.19,0.38,0.38,0.16,2020-05-19
"North Dakota",0.05,-0.04,-0.87,0.1,0.28,0.1,2020-05-19
"Ohio",0.18,0.03,-0.34,0.19,0.38,0.14,2020-05-19
"Oklahoma",0,-0.09,-0.91,0.01,0.31,0.09,2020-05-19
"Oregon",0.24,0.03,-0.32,0.34,0.41,0.14,2020-05-19
"Pennsylvania",0.24,0.05,-0.45,0.46,0.43,0.16,2020-05-19
"Rhode Island",0.19,0.06,-1.02,0.51,0.43,0.16,2020-05-19
"South Carolina",0.09,-0.02,-0.04,0.1,0.31,0.12,2020-05-19
"South Dakota",0.04,-0.15,-1.67,-0.03,0.3,0.1,2020-05-19
"Tennessee",0.07,-0.04,-0.29,0.17,0.32,0.11,2020-05-19
"Texas",0.15,0.04,-0.07,0.32,0.38,0.14,2020-05-19
"Utah",0.12,-0.06,-0.97,0.33,0.4,0.13,2020-05-19
"Vermont",0.2,0.08,-1.18,0.32,0.43,0.14,2020-05-19
"Virginia",0.26,0.07,-0.08,0.43,0.44,0.18,2020-05-19
"Washington",0.28,0.05,-0.59,0.46,0.47,0.17,2020-05-19
"West Virginia",0.09,-0.04,-0.01,0.09,0.32,0.1,2020-05-19
"Wisconsin",0.23,0.02,-0.78,0.23,0.37,0.15,2020-05-19
"Wyoming",0,-0.09,-0.96,-0.09,0.25,0.08,2020-05-19
"Alabama",0.01,-0.07,-0.44,0.04,0.3,0.09,2020-05-20
"Alaska",-0.03,-0.13,-0.95,0.25,0.29,0.1,2020-05-20
"Arizona",0.16,0.04,-0.02,0.26,0.39,0.12,2020-05-20
"Arkansas",-0.01,-0.1,-1.18,0.05,0.28,0.07,2020-05-20
"California",0.41,0.07,0.04,0.45,0.45,0.18,2020-05-20
"Colorado",0.19,0,-0.58,0.38,0.44,0.15,2020-05-20
"Connecticut",0.21,0.07,-0.74,0.34,0.44,0.17,2020-05-20
"Delaware",0.25,0.07,-0.17,0.35,0.42,0.16,2020-05-20
"Florida",0.25,0.12,0.2,0.45,0.37,0.14,2020-05-20
"Georgia",0.15,0.04,0.01,0.38,0.39,0.15,2020-05-20
"Hawaii",0.41,0.19,0.44,0.63,0.4,0.18,2020-05-20
"Idaho",0.04,-0.08,-0.25,0.03,0.32,0.11,2020-05-20
"Illinois",0.28,0.01,-0.36,0.41,0.45,0.17,2020-05-20
"Indiana",0.09,-0.02,-0.6,0.08,0.34,0.13,2020-05-20
"Iowa",0.14,-0.16,-1.18,0.04,0.33,0.12,2020-05-20
"Kansas",0.06,-0.07,-1.35,-0.04,0.34,0.1,2020-05-20
"Kentucky",0.15,-0.07,-0.41,0.14,0.37,0.12,2020-05-20
"Louisiana",0.12,-0.03,-0.07,0.21,0.31,0.1,2020-05-20
"Maine",0.15,-0.03,-1.13,0.24,0.36,0.11,2020-05-20
"Maryland",0.27,0.09,-0.43,0.45,0.5,0.21,2020-05-20
"Massachusetts",0.31,0.12,-0.55,0.61,0.52,0.2,2020-05-20
"Michigan",0.19,-0.01,-1.47,0.26,0.46,0.15,2020-05-20
"Minnesota",0.19,-0.06,-1.75,0.43,0.43,0.15,2020-05-20
"Mississippi",-0.03,-0.09,-0.38,0.01,0.28,0.09,2020-05-20
"Missouri",0.01,-0.08,-0.44,0.12,0.34,0.09,2020-05-20
"Montana",0.03,-0.13,-0.63,0.09,0.27,0.08,2020-05-20
"Nebraska",0.1,-0.06,-0.98,0.02,0.34,0.12,2020-05-20
"Nevada",0.23,0.03,0.16,0.4,0.43,0.15,2020-05-20
"New Hampshire",0.09,-0.01,-1.11,0.22,0.4,0.15,2020-05-20
"New Jersey",0.41,0.09,-0.55,0.56,0.51,0.21,2020-05-20
"New Mexico",0.17,-0.06,-0.24,0.18,0.38,0.14,2020-05-20
"New York",0.43,0.06,-0.27,0.59,0.51,0.2,2020-05-20
"North Carolina",0.27,0.08,0.25,0.38,0.39,0.16,2020-05-20
"North Dakota",0.04,-0.03,-0.87,0.06,0.29,0.1,2020-05-20
"Ohio",0.14,-0.02,-0.69,0.13,0.38,0.13,2020-05-20
"Oklahoma",-0.04,-0.12,-1,-0.06,0.3,0.08,2020-05-20
"Oregon",0.23,0.03,-0.38,0.33,0.42,0.14,2020-05-20
"Pennsylvania",0.25,0.03,-0.47,0.45,0.43,0.16,2020-05-20
"Rhode Island",0.17,0.05,-1.28,0.51,0.43,0.15,2020-05-20
"South Carolina",0.13,0.03,0.16,0.11,0.33,0.13,2020-05-20
"South Dakota",0.05,-0.15,-1.45,-0.06,0.3,0.1,2020-05-20
"Tennessee",0.06,-0.06,-0.32,0.16,0.33,0.11,2020-05-20
"Texas",0.14,0.01,-0.15,0.3,0.38,0.14,2020-05-20
"Utah",0.1,-0.07,-0.67,0.32,0.4,0.13,2020-05-20
"Vermont",0.18,0.06,-1.22,0.23,0.43,0.14,2020-05-20
"Virginia",0.27,0.06,-0.06,0.41,0.45,0.18,2020-05-20
"Washington",0.3,0.05,-0.29,0.47,0.47,0.17,2020-05-20
"West Virginia",0.12,-0.01,-0.09,0.06,0.33,0.11,2020-05-20
"Wisconsin",0.14,-0.04,-1.87,0.11,0.37,0.13,2020-05-20
"Wyoming",0.02,-0.07,-0.66,-0.1,0.27,0.08,2020-05-20
"Alabama",0.05,-0.09,-0.4,0.04,0.3,0.1,2020-05-21
"Alaska",0.03,-0.12,-0.78,0.28,0.3,0.1,2020-05-21
"Arizona",0.15,0.02,-0.03,0.27,0.4,0.13,2020-05-21
"Arkansas",0.02,-0.11,-0.98,0.05,0.3,0.08,2020-05-21
"California",0.4,0.06,0.05,0.45,0.45,0.18,2020-05-21
"Colorado",0.19,-0.01,-0.78,0.36,0.44,0.14,2020-05-21
"Connecticut",0.22,0.06,-0.84,0.34,0.44,0.17,2020-05-21
"Delaware",0.21,0.03,-0.46,0.32,0.42,0.16,2020-05-21
"Florida",0.26,0.11,0.22,0.44,0.37,0.14,2020-05-21
"Georgia",0.13,-0.01,-0.19,0.36,0.38,0.14,2020-05-21
"Hawaii",0.42,0.19,0.49,0.65,0.41,0.18,2020-05-21
"Idaho",0.02,-0.12,-0.96,-0.04,0.33,0.1,2020-05-21
"Illinois",0.29,0.01,-0.36,0.42,0.45,0.17,2020-05-21
"Indiana",0.08,-0.05,-0.75,0.05,0.35,0.12,2020-05-21
