"","school","cumulative_students","date","start","number_students","type","loc"
"6170","WYNNEBROOK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",857,"Public","FL"
"6171","WYOMINA PARK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",571,"Public","FL"
"6172","WYOMINA PARK ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",571,"Public","FL"
"6173","YATES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",696,"Public","FL"
"6174","YATES ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",696,"Public","FL"
"6175","YEARLING MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",720,"Public","FL"
"6176","YEARLING MIDDLE SCHOOL",8,"2020-11-21","2020-09-06",720,"Public","FL"
"6177","YESHIVA TORAS CHAIM",2,"2020-10-24","2020-09-06",105,"Private","FL"
"6178","YESHIVA TORAS CHAIM",4,"2020-11-21","2020-09-06",105,"Private","FL"
"6179","YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J BUTLER",1,"2020-10-24","2020-09-06",510,"Public","FL"
"6180","YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J BUTLER",2,"2020-11-21","2020-09-06",510,"Public","FL"
"6181","YOUNG MIDDLE MAGNET SCHOOL",1,"2020-10-24","2020-09-06",664,"Public","FL"
"6182","YOUNG MIDDLE MAGNET SCHOOL",1,"2020-11-21","2020-09-06",664,"Public","FL"
"6183","YOUNG WOMENS PREPARATORY ACADEMY",1,"2020-10-24","2020-09-06",399,"Public","FL"
"6184","YOUNG WOMENS PREPARATORY ACADEMY",2,"2020-11-21","2020-09-06",399,"Public","FL"
"6185","YOUTH CO-OP PREPARATORY HIGH SCHOOL",1,"2020-11-21","2020-09-06",224,"Public","FL"
"6186","YULEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",724,"Public","FL"
"6187","YULEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",724,"Public","FL"
"6188","YULEE HIGH SCHOOL",12,"2020-10-24","2020-09-06",1307,"Public","FL"
"6189","YULEE HIGH SCHOOL",16,"2020-11-21","2020-09-06",1307,"Public","FL"
"6190","YULEE MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1012,"Public","FL"
"6191","YULEE MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1012,"Public","FL"
"6192","YULEE PRIMARY SCHOOL",0,"2020-10-24","2020-09-06",723,"Public","FL"
"6193","YULEE PRIMARY SCHOOL",0,"2020-11-21","2020-09-06",723,"Public","FL"
"6194","ZELLWOOD ELEMENTARY",0,"2020-10-24","2020-09-06",604,"Public","FL"
"6195","ZELLWOOD ELEMENTARY",0,"2020-11-21","2020-09-06",604,"Public","FL"
"6196","ZENITH ACCELERATED ACADEMY",0,"2020-10-24","2020-09-06",503,"Public","FL"
"6197","ZENITH ACCELERATED ACADEMY",1,"2020-11-21","2020-09-06",503,"Public","FL"
"6198","ZEPHYRHILLS CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",290,"Private","FL"
"6199","ZEPHYRHILLS HIGH SCHOOL",2,"2020-10-24","2020-09-06",1477,"Public","FL"
"6200","ZEPHYRHILLS HIGH SCHOOL",16,"2020-11-21","2020-09-06",1477,"Public","FL"
"6201","ZOLFO SPRINGS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",557,"Public","FL"
"6202","ZOLFO SPRINGS ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",557,"Public","FL"
"6203","ZORA NEALE HURSTON ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",560,"Public","FL"
"6204","ZORA NEALE HURSTON ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",560,"Public","FL"
"6205","A W BROWN LEADERSHIP
ACADEMY",1,"2020-10-25","2020-08-24",1343,NA,"TX"
"6206","A+ ACADEMY",2,"2020-10-25","2020-08-24",1314,NA,"TX"
"6207","ABERNATHY ISD",14,"2020-10-25","2020-08-24",803,NA,"TX"
"6208","ABILENE ISD",74,"2020-10-25","2020-08-24",15672,NA,"TX"
"6209","ACADEMY ISD",3,"2020-10-25","2020-08-24",1749,NA,"TX"
"6210","ACADEMY OF ACCELERATED
LEARNING INC",0,"2020-10-25","2020-08-24",857,NA,"TX"
"6211","ADVANTAGE ACADEMY",6,"2020-10-25","2020-08-24",1197,NA,"TX"
"6212","AGUA DULCE ISD",5,"2020-10-25","2020-08-24",442,NA,"TX"
"6213","ALAMO HEIGHTS ISD",12,"2020-10-25","2020-08-24",4507,NA,"TX"
"6214","ALBA-GOLDEN ISD",5,"2020-10-25","2020-08-24",824,NA,"TX"
"6215","ALBANY ISD",11,"2020-10-25","2020-08-24",508,NA,"TX"
"6216","ALDINE ISD",37,"2020-10-25","2020-08-24",63330,NA,"TX"
"6217","ALEDO ISD",18,"2020-10-25","2020-08-24",6737,NA,"TX"
"6218","ALIEF ISD",10,"2020-10-25","2020-08-24",41282,NA,"TX"
"6219","ALLEN ISD",70,"2020-10-25","2020-08-24",21539,NA,"TX"
"6220","ALPINE ISD",2,"2020-10-25","2020-08-24",906,NA,"TX"
"6221","ALTO ISD",11,"2020-10-25","2020-08-24",636,NA,"TX"
"6222","ALVARADO ISD",9,"2020-10-25","2020-08-24",3554,NA,"TX"
"6223","ALVIN ISD",63,"2020-10-25","2020-08-24",26817,NA,"TX"
"6224","ALVORD ISD",3,"2020-10-25","2020-08-24",720,NA,"TX"
"6225","AMARILLO ISD",413,"2020-10-25","2020-08-24",31379,NA,"TX"
"6226","AMBASSADORS PREPARATORY
ACADEMY",1,"2020-10-25","2020-08-24",250,NA,"TX"
"6227","AMHERST ISD",2,"2020-10-25","2020-08-24",131,NA,"TX"
"6228","ANAHUAC ISD",1,"2020-10-25","2020-08-24",1320,NA,"TX"
"6229","ANDERSON-SHIRO CISD",1,"2020-10-25","2020-08-24",902,NA,"TX"
"6230","ANDREWS ISD",28,"2020-10-25","2020-08-24",4145,NA,"TX"
"6231","ANGLETON ISD",22,"2020-10-25","2020-08-24",6811,NA,"TX"
"6232","ANNA ISD",4,"2020-10-25","2020-08-24",3930,NA,"TX"
"6233","ANSON ISD",2,"2020-10-25","2020-08-24",716,NA,"TX"
"6234","ANTHONY ISD",8,"2020-10-25","2020-08-24",796,NA,"TX"
"6235","ANTON ISD",3,"2020-10-25","2020-08-24",188,NA,"TX"
"6236","APPLE SPRINGS ISD",1,"2020-10-25","2020-08-24",195,NA,"TX"
"6237","ARANSAS COUNTY ISD",7,"2020-10-25","2020-08-24",2994,NA,"TX"
"6238","ARANSAS PASS ISD",1,"2020-10-25","2020-08-24",1622,NA,"TX"
"6239","ARCHER CITY ISD",1,"2020-10-25","2020-08-24",512,NA,"TX"
"6240","ARGYLE ISD",22,"2020-10-25","2020-08-24",3725,NA,"TX"
"6241","ARISTOI CLASSICAL ACADEMY",1,"2020-10-25","2020-08-24",1073,NA,"TX"
"6242","ARLINGTON CLASSICS
ACADEMY",2,"2020-10-25","2020-08-24",1564,NA,"TX"
"6243","ARLINGTON ISD",86,"2020-10-25","2020-08-24",56626,NA,"TX"
"6244","ARP ISD",4,"2020-10-25","2020-08-24",871,NA,"TX"
"6245","ARROW ACADEMY",1,"2020-10-25","2020-08-24",686,NA,"TX"
"6246","ASPERMONT ISD",1,"2020-10-25","2020-08-24",210,NA,"TX"
"6247","ATHENS ISD",12,"2020-10-25","2020-08-24",3007,NA,"TX"
"6248","ATLANTA ISD",23,"2020-10-25","2020-08-24",1840,NA,"TX"
"6249","AUBREY ISD",5,"2020-10-25","2020-08-24",2642,NA,"TX"
"6250","AUSTIN ISD",17,"2020-10-25","2020-08-24",74909,NA,"TX"
"6251","AVALON ISD",2,"2020-10-25","2020-08-24",325,NA,"TX"
"6252","AVINGER ISD",0,"2020-10-25","2020-08-24",140,NA,"TX"
"6253","AXTELL ISD",3,"2020-10-25","2020-08-24",764,NA,"TX"
"6254","AZLE ISD",45,"2020-10-25","2020-08-24",6672,NA,"TX"
"6255","BALLINGER ISD",11,"2020-10-25","2020-08-24",861,NA,"TX"
"6256","BALMORHEA ISD",1,"2020-10-25","2020-08-24",162,NA,"TX"
"6257","BANDERA ISD",1,"2020-10-25","2020-08-24",2160,NA,"TX"
"6258","BANGS ISD",12,"2020-10-25","2020-08-24",840,NA,"TX"
"6259","BANQUETE ISD",4,"2020-10-25","2020-08-24",951,NA,"TX"
"6260","BARBERS HILL ISD",28,"2020-10-25","2020-08-24",6417,NA,"TX"
"6261","BASIS TEXAS",1,"2020-10-25","2020-08-24",3070,NA,"TX"
"6262","BASTROP ISD",13,"2020-10-25","2020-08-24",10342,NA,"TX"
"6263","BAY CITY ISD",11,"2020-10-25","2020-08-24",3407,NA,"TX"
"6264","BEAUMONT ISD",12,"2020-10-25","2020-08-24",17184,NA,"TX"
"6265","BECKVILLE ISD",3,"2020-10-25","2020-08-24",663,NA,"TX"
"6266","BELLEVUE ISD",1,"2020-10-25","2020-08-24",136,NA,"TX"
"6267","BELLS ISD",2,"2020-10-25","2020-08-24",875,NA,"TX"
"6268","BELLVILLE ISD",2,"2020-10-25","2020-08-24",2223,NA,"TX"
"6269","BELTON ISD",35,"2020-10-25","2020-08-24",12381,NA,"TX"
"6270","BENJAMIN ISD",2,"2020-10-25","2020-08-24",131,NA,"TX"
"6271","BETA ACADEMY",5,"2020-10-25","2020-08-24",1168,NA,"TX"
"6272","BEXAR COUNTY ACADEMY",1,"2020-10-25","2020-08-24",262,NA,"TX"
"6273","BIG SANDY ISD",3,"2020-10-25","2020-08-24",501,NA,"TX"
"6274","BIG SPRING ISD",44,"2020-10-25","2020-08-24",3909,NA,"TX"
"6275","BIG SPRINGS CHARTER
SCHOOL",0,"2020-10-25","2020-08-24",213,NA,"TX"
"6276","BIRDVILLE ISD",125,"2020-10-25","2020-08-24",22174,NA,"TX"
"6277","BISHOP CISD",2,"2020-10-25","2020-08-24",1556,NA,"TX"
"6278","BLACKWELL CISD",3,"2020-10-25","2020-08-24",161,NA,"TX"
"6279","BLANCO ISD",0,"2020-10-25","2020-08-24",1028,NA,"TX"
"6280","BLAND ISD",7,"2020-10-25","2020-08-24",819,NA,"TX"
"6281","BLANKET ISD",0,"2020-10-25","2020-08-24",173,NA,"TX"
"6282","BLOOMBURG ISD",4,"2020-10-25","2020-08-24",251,NA,"TX"
"6283","BLOOMING GROVE ISD",4,"2020-10-25","2020-08-24",942,NA,"TX"
"6284","BLOOMINGTON ISD",5,"2020-10-25","2020-08-24",767,NA,"TX"
"6285","BLUE RIDGE ISD",8,"2020-10-25","2020-08-24",896,NA,"TX"
"6286","BLUM ISD",3,"2020-10-25","2020-08-24",358,NA,"TX"
"6287","BOERNE ISD",32,"2020-10-25","2020-08-24",9511,NA,"TX"
"6288","BOLES ISD",6,"2020-10-25","2020-08-24",513,NA,"TX"
"6289","BOLING ISD",4,"2020-10-25","2020-08-24",1105,NA,"TX"
"6290","BONHAM ISD",15,"2020-10-25","2020-08-24",1781,NA,"TX"
"6291","BOOKER ISD",8,"2020-10-25","2020-08-24",362,NA,"TX"
"6292","BORGER ISD",45,"2020-10-25","2020-08-24",2470,NA,"TX"
"6293","BOSQUEVILLE ISD",2,"2020-10-25","2020-08-24",734,NA,"TX"
"6294","BOVINA ISD",4,"2020-10-25","2020-08-24",468,NA,"TX"
"6295","BOWIE ISD",13,"2020-10-25","2020-08-24",1676,NA,"TX"
"6296","BOYD ISD",10,"2020-10-25","2020-08-24",1268,NA,"TX"
"6297","BOYS RANCH ISD",11,"2020-10-25","2020-08-24",223,NA,"TX"
"6298","BRACKETT ISD",1,"2020-10-25","2020-08-24",529,NA,"TX"
"6299","BRADY ISD",7,"2020-10-25","2020-08-24",991,NA,"TX"
"6300","BRAZOS ISD",0,"2020-10-25","2020-08-24",781,NA,"TX"
"6301","BRAZOS RIVER CHARTER
SCHOOL",2,"2020-10-25","2020-08-24",180,NA,"TX"
"6302","BRAZOS SCHOOL FOR INQUIRY
& CREATIVITY",0,"2020-10-25","2020-08-24",341,NA,"TX"
"6303","BRAZOSPORT ISD",41,"2020-10-25","2020-08-24",11397,NA,"TX"
"6304","BRECKENRIDGE ISD",14,"2020-10-25","2020-08-24",1448,NA,"TX"
"6305","BREMOND ISD",13,"2020-10-25","2020-08-24",473,NA,"TX"
"6306","BRENHAM ISD",5,"2020-10-25","2020-08-24",4918,NA,"TX"
"6307","BRIDGE CITY ISD",6,"2020-10-25","2020-08-24",3014,NA,"TX"
"6308","BRIDGEPORT ISD",3,"2020-10-25","2020-08-24",2172,NA,"TX"
"6309","BROADDUS ISD",1,"2020-10-25","2020-08-24",372,NA,"TX"
"6310","BROCK ISD",20,"2020-10-25","2020-08-24",1769,NA,"TX"
"6311","BRONTE ISD",1,"2020-10-25","2020-08-24",245,NA,"TX"
"6312","BROOKESMITH ISD",1,"2020-10-25","2020-08-24",168,NA,"TX"
"6313","BROOKS ACADEMIES OF TEXAS",1,"2020-10-25","2020-08-24",3047,NA,"TX"
"6314","BROOKS COUNTY ISD",18,"2020-10-25","2020-08-24",1438,NA,"TX"
"6315","BROWNFIELD ISD",12,"2020-10-25","2020-08-24",1643,NA,"TX"
"6316","BROWNSBORO ISD",15,"2020-10-25","2020-08-24",2612,NA,"TX"
"6317","BROWNSVILLE ISD",66,"2020-10-25","2020-08-24",40121,NA,"TX"
"6318","BROWNWOOD ISD",32,"2020-10-25","2020-08-24",3437,NA,"TX"
"6319","BRUCEVILLE-EDDY ISD",5,"2020-10-25","2020-08-24",616,NA,"TX"
"6320","BRYAN ISD",76,"2020-10-25","2020-08-24",15715,NA,"TX"
"6321","BRYSON ISD",1,"2020-10-25","2020-08-24",255,NA,"TX"
"6322","BUFFALO ISD",3,"2020-10-25","2020-08-24",930,NA,"TX"
"6323","BULLARD ISD",41,"2020-10-25","2020-08-24",2676,NA,"TX"
"6324","BUNA ISD",1,"2020-10-25","2020-08-24",1483,NA,"TX"
"6325","BURKBURNETT ISD",20,"2020-10-25","2020-08-24",3167,NA,"TX"
"6326","BURLESON ISD",75,"2020-10-25","2020-08-24",12467,NA,"TX"
"6327","BURNET CISD",7,"2020-10-25","2020-08-24",3081,NA,"TX"
"6328","BURNHAM WOOD CHARTER
SCHOOL DISTRICT",5,"2020-10-25","2020-08-24",1263,NA,"TX"
"6329","BUSHLAND ISD",23,"2020-10-25","2020-08-24",1449,NA,"TX"
"6330","BYNUM ISD",2,"2020-10-25","2020-08-24",190,NA,"TX"
"6331","CADDO MILLS ISD",5,"2020-10-25","2020-08-24",1995,NA,"TX"
"6332","CALALLEN ISD",6,"2020-10-25","2020-08-24",3941,NA,"TX"
"6333","CALDWELL ISD",29,"2020-10-25","2020-08-24",1720,NA,"TX"
"6334","CALHOUN COUNTY ISD",20,"2020-10-25","2020-08-24",3563,NA,"TX"
"6335","CALLISBURG ISD",9,"2020-10-25","2020-08-24",1116,NA,"TX"
"6336","CALVERT ISD",0,"2020-10-25","2020-08-24",142,NA,"TX"
"6337","CAMERON ISD",9,"2020-10-25","2020-08-24",1620,NA,"TX"
"6338","CAMPBELL ISD",2,"2020-10-25","2020-08-24",294,NA,"TX"
"6339","CANADIAN ISD",19,"2020-10-25","2020-08-24",879,NA,"TX"
"6340","CANTON ISD",11,"2020-10-25","2020-08-24",2185,NA,"TX"
"6341","CANUTILLO ISD",4,"2020-10-25","2020-08-24",6007,NA,"TX"
"6342","CANYON ISD",115,"2020-10-25","2020-08-24",10323,NA,"TX"
"6343","CARLISLE ISD",5,"2020-10-25","2020-08-24",625,NA,"TX"
"6344","CARROLL ISD",20,"2020-10-25","2020-08-24",8297,NA,"TX"
"6345","CARROLLTON-FARMERS
BRANCH ISD",95,"2020-10-25","2020-08-24",24701,NA,"TX"
"6346","CARTHAGE ISD",29,"2020-10-25","2020-08-24",2643,NA,"TX"
"6347","CASTLEBERRY ISD",30,"2020-10-25","2020-08-24",3633,NA,"TX"
"6348","CAYUGA ISD",15,"2020-10-25","2020-08-24",544,NA,"TX"
"6349","CELESTE ISD",1,"2020-10-25","2020-08-24",494,NA,"TX"
"6350","CELINA ISD",76,"2020-10-25","2020-08-24",2973,NA,"TX"
"6351","CENTER ISD",29,"2020-10-25","2020-08-24",2432,NA,"TX"
"6352","CENTER POINT ISD",8,"2020-10-25","2020-08-24",544,NA,"TX"
"6353","CENTERVILLE ISD",3,"2020-10-25","2020-08-24",635,NA,"TX"
"6354","CENTRAL HEIGHTS ISD",4,"2020-10-25","2020-08-24",1135,NA,"TX"
"6355","CENTRAL ISD",4,"2020-10-25","2020-08-24",1439,NA,"TX"
"6356","CHAPEL HILL ISD",41,"2020-10-25","2020-08-24",3393,NA,"TX"
"6357","CHAPEL HILL ISD",4,"2020-10-25","2020-08-24",996,NA,"TX"
"6358","CHICO ISD",3,"2020-10-25","2020-08-24",590,NA,"TX"
"6359","CHILDRESS ISD",2,"2020-10-25","2020-08-24",1006,NA,"TX"
"6360","CHILLICOTHE ISD",5,"2020-10-25","2020-08-24",205,NA,"TX"
"6361","CHILTON ISD",16,"2020-10-25","2020-08-24",519,NA,"TX"
"6362","CHINA SPRING ISD",22,"2020-10-25","2020-08-24",2869,NA,"TX"
"6363","CHIRENO ISD",11,"2020-10-25","2020-08-24",374,NA,"TX"
"6364","CHISUM ISD",8,"2020-10-25","2020-08-24",NA,NA,"TX"
"6365","CHRISTOVAL ISD",2,"2020-10-25","2020-08-24",568,NA,"TX"
"6366","CISCO ISD",11,"2020-10-25","2020-08-24",845,NA,"TX"
"6367","CITY VIEW ISD",7,"2020-10-25","2020-08-24",1051,NA,"TX"
"6368","CLARENDON ISD",7,"2020-10-25","2020-08-24",446,NA,"TX"
"6369","CLARKSVILLE ISD",3,"2020-10-25","2020-08-24",480,NA,"TX"
"6370","CLAUDE ISD",0,"2020-10-25","2020-08-24",318,NA,"TX"
"6371","CLEAR CREEK ISD",73,"2020-10-25","2020-08-24",40663,NA,"TX"
"6372","CLEBURNE ISD",30,"2020-10-25","2020-08-24",6833,NA,"TX"
"6373","CLEVELAND ISD",10,"2020-10-25","2020-08-24",8475,NA,"TX"
"6374","CLIFTON ISD",7,"2020-10-25","2020-08-24",962,NA,"TX"
"6375","CLYDE CISD",2,"2020-10-25","2020-08-24",1395,NA,"TX"
"6376","COAHOMA ISD",6,"2020-10-25","2020-08-24",1092,NA,"TX"
"6377","COLDSPRING-OAKHURST CISD",2,"2020-10-25","2020-08-24",1554,NA,"TX"
"6378","COLEMAN ISD",3,"2020-10-25","2020-08-24",843,NA,"TX"
"6379","COLLEGE STATION ISD",55,"2020-10-25","2020-08-24",13642,NA,"TX"
"6380","COLLINSVILLE ISD",11,"2020-10-25","2020-08-24",549,NA,"TX"
"6381","COLMESNEIL ISD",0,"2020-10-25","2020-08-24",456,NA,"TX"
"6382","COLUMBIA-BRAZORIA ISD",9,"2020-10-25","2020-08-24",2841,NA,"TX"
"6383","COLUMBUS ISD",1,"2020-10-25","2020-08-24",1510,NA,"TX"
"6384","COMAL ISD",84,"2020-10-25","2020-08-24",25214,NA,"TX"
"6385","COMANCHE ISD",14,"2020-10-25","2020-08-24",1381,NA,"TX"
"6386","COMFORT ISD",0,"2020-10-25","2020-08-24",1065,NA,"TX"
"6387","COMMERCE ISD",17,"2020-10-25","2020-08-24",1456,NA,"TX"
"6388","COMMUNITY ISD",38,"2020-10-25","2020-08-24",2723,NA,"TX"
"6389","COMO-PICKTON CISD",23,"2020-10-25","2020-08-24",722,NA,"TX"
"6390","COMPASS ACADEMY CHARTER
SCHOOL",11,"2020-10-25","2020-08-24",1326,NA,"TX"
"6391","CONNALLY ISD",7,"2020-10-25","2020-08-24",2327,NA,"TX"
"6392","CONROE ISD",164,"2020-10-25","2020-08-24",64382,NA,"TX"
"6393","COOLIDGE ISD",2,"2020-10-25","2020-08-24",313,NA,"TX"
"6394","COOPER ISD",6,"2020-10-25","2020-08-24",811,NA,"TX"
"6395","COPPELL ISD",41,"2020-10-25","2020-08-24",12978,NA,"TX"
"6396","COPPERAS COVE ISD",16,"2020-10-25","2020-08-24",8006,NA,"TX"
"6397","CORPUS CHRISTI ISD",54,"2020-10-25","2020-08-24",34468,NA,"TX"
"6398","CORRIGAN-CAMDEN ISD",4,"2020-10-25","2020-08-24",779,NA,"TX"
"6399","CORSICANA ISD",34,"2020-10-25","2020-08-24",6049,NA,"TX"
"6400","COTULLA ISD",0,"2020-10-25","2020-08-24",1257,NA,"TX"
"6401","CRANDALL ISD",6,"2020-10-25","2020-08-24",4843,NA,"TX"
"6402","CRANE ISD",5,"2020-10-25","2020-08-24",1096,NA,"TX"
"6403","CRANFILLS GAP ISD",11,"2020-10-25","2020-08-24",131,NA,"TX"
"6404","CRAWFORD ISD",3,"2020-10-25","2020-08-24",555,NA,"TX"
"6405","CROCKETT COUNTY
CONSOLIDATED CSD",3,"2020-10-25","2020-08-24",763,NA,"TX"
"6406","CROCKETT ISD",16,"2020-10-25","2020-08-24",1273,NA,"TX"
"6407","CROSBY ISD",28,"2020-10-25","2020-08-24",6188,NA,"TX"
"6408","CROSBYTON CISD",4,"2020-10-25","2020-08-24",324,NA,"TX"
"6409","CROSS PLAINS ISD",3,"2020-10-25","2020-08-24",363,NA,"TX"
"6410","CROSS ROADS ISD",0,"2020-10-25","2020-08-24",534,NA,"TX"
"6411","CROWLEY ISD",21,"2020-10-25","2020-08-24",15336,NA,"TX"
"6412","CUERO ISD",4,"2020-10-25","2020-08-24",1973,NA,"TX"
"6413","CULBERSON
COUNTY-ALLAMOORE ISD",3,"2020-10-25","2020-08-24",386,NA,"TX"
"6414","CUMBERLAND ACADEMY",26,"2020-10-25","2020-08-24",1973,NA,"TX"
"6415","CUMBY ISD",11,"2020-10-25","2020-08-24",423,NA,"TX"
"6416","CYPRESS-FAIRBANKS ISD",160,"2020-10-25","2020-08-24",114442,NA,"TX"
"6417","DAINGERFIELD-LONE STAR ISD",18,"2020-10-25","2020-08-24",1035,NA,"TX"
"6418","DALHART ISD",9,"2020-10-25","2020-08-24",1668,NA,"TX"
"6419","DALLAS ISD",51,"2020-10-25","2020-08-24",144574,NA,"TX"
"6420","DAWSON ISD",1,"2020-10-25","2020-08-24",154,NA,"TX"
"6421","DAWSON ISD",1,"2020-10-25","2020-08-24",535,NA,"TX"
"6422","DAYTON ISD",25,"2020-10-25","2020-08-24",5463,NA,"TX"
"6423","DE LEON ISD",2,"2020-10-25","2020-08-24",740,NA,"TX"
"6424","DECATUR ISD",14,"2020-10-25","2020-08-24",3421,NA,"TX"
"6425","DEER PARK ISD",24,"2020-10-25","2020-08-24",12343,NA,"TX"
"6426","DEKALB ISD",15,"2020-10-25","2020-08-24",770,NA,"TX"
"6427","DEL VALLE ISD",3,"2020-10-25","2020-08-24",10618,NA,"TX"
"6428","DELL CITY ISD",2,"2020-10-25","2020-08-24",68,NA,"TX"
"6429","DENISON ISD",21,"2020-10-25","2020-08-24",4568,NA,"TX"
"6430","DENTON ISD",103,"2020-10-25","2020-08-24",30214,NA,"TX"
"6431","DENVER CITY ISD",25,"2020-10-25","2020-08-24",1616,NA,"TX"
"6432","DETROIT ISD",1,"2020-10-25","2020-08-24",522,NA,"TX"
"6433","DEVERS ISD",0,"2020-10-25","2020-08-24",205,NA,"TX"
"6434","DEVINE ISD",3,"2020-10-25","2020-08-24",1943,NA,"TX"
"6435","DIBOLL ISD",7,"2020-10-25","2020-08-24",1872,NA,"TX"
"6436","DICKINSON ISD",25,"2020-10-25","2020-08-24",11538,NA,"TX"
"6437","DILLEY ISD",0,"2020-10-25","2020-08-24",888,NA,"TX"
"6438","DIME BOX ISD",1,"2020-10-25","2020-08-24",153,NA,"TX"
"6439","DIMMITT ISD",10,"2020-10-25","2020-08-24",1200,NA,"TX"
"6440","DODD CITY ISD",1,"2020-10-25","2020-08-24",340,NA,"TX"
"6441","DOUGLASS ISD",4,"2020-10-25","2020-08-24",467,NA,"TX"
"6442","DR M L GARZA-GONZALEZ
CHARTER SCHOOL",1,"2020-10-25","2020-08-24",205,NA,"TX"
"6443","DRIPPING SPRINGS ISD",17,"2020-10-25","2020-08-24",7246,NA,"TX"
"6444","DRISCOLL ISD",0,"2020-10-25","2020-08-24",292,NA,"TX"
"6445","DUBLIN ISD",25,"2020-10-25","2020-08-24",1080,NA,"TX"
"6446","DUMAS ISD",33,"2020-10-25","2020-08-24",3981,NA,"TX"
"6447","EAGLE MT-SAGINAW ISD",110,"2020-10-25","2020-08-24",21080,NA,"TX"
"6448","EAGLE PASS ISD",9,"2020-10-25","2020-08-24",13828,NA,"TX"
"6449","EANES ISD",33,"2020-10-25","2020-08-24",7931,NA,"TX"
"6450","EARLY ISD",5,"2020-10-25","2020-08-24",1158,NA,"TX"
"6451","EAST CENTRAL ISD",11,"2020-10-25","2020-08-24",9621,NA,"TX"
"6452","EAST CHAMBERS ISD",13,"2020-10-25","2020-08-24",1500,NA,"TX"
"6453","EASTLAND ISD",5,"2020-10-25","2020-08-24",1039,NA,"TX"
"6454","ECTOR COUNTY ISD",130,"2020-10-25","2020-08-24",31660,NA,"TX"
"6455","EDEN CISD",0,"2020-10-25","2020-08-24",232,NA,"TX"
"6456","EDGEWOOD ISD",2,"2020-10-25","2020-08-24",8974,NA,"TX"
"6457","EDGEWOOD ISD",0,"2020-10-25","2020-08-24",953,NA,"TX"
"6458","EDNA ISD",2,"2020-10-25","2020-08-24",1490,NA,"TX"
"6459","EHRHART SCHOOL",1,"2020-10-25","2020-08-24",488,NA,"TX"
"6460","EL CAMPO ISD",25,"2020-10-25","2020-08-24",3629,NA,"TX"
"6461","ELECTRA ISD",3,"2020-10-25","2020-08-24",438,NA,"TX"
"6462","ELGIN ISD",0,"2020-10-25","2020-08-24",4610,NA,"TX"
"6463","ELKHART ISD",8,"2020-10-25","2020-08-24",1207,NA,"TX"
"6464","ELYSIAN FIELDS ISD",1,"2020-10-25","2020-08-24",863,NA,"TX"
"6465","ENNIS ISD",31,"2020-10-25","2020-08-24",5832,NA,"TX"
"6466","ERA ISD",6,"2020-10-25","2020-08-24",479,NA,"TX"
"6467","EUSTACE ISD",24,"2020-10-25","2020-08-24",1521,NA,"TX"
"6468","EVADALE ISD",18,"2020-10-25","2020-08-24",393,NA,"TX"
"6469","EVANT ISD",2,"2020-10-25","2020-08-24",241,NA,"TX"
"6470","EZZELL ISD",0,"2020-10-25","2020-08-24",77,NA,"TX"
"6471","FABENS ISD",1,"2020-10-25","2020-08-24",2031,NA,"TX"
"6472","FAIRFIELD ISD",10,"2020-10-25","2020-08-24",1707,NA,"TX"
"6473","FALLS CITY ISD",1,"2020-10-25","2020-08-24",392,NA,"TX"
"6474","FANNINDEL ISD",1,"2020-10-25","2020-08-24",158,NA,"TX"
"6475","FARMERSVILLE ISD",7,"2020-10-25","2020-08-24",1904,NA,"TX"
"6476","FARWELL ISD",0,"2020-10-25","2020-08-24",530,NA,"TX"
"6477","FERRIS ISD",14,"2020-10-25","2020-08-24",2558,NA,"TX"
"6478","FLATONIA ISD",2,"2020-10-25","2020-08-24",600,NA,"TX"
"6479","FLORENCE ISD",5,"2020-10-25","2020-08-24",1074,NA,"TX"
"6480","FLORESVILLE ISD",4,"2020-10-25","2020-08-24",3988,NA,"TX"
"6481","FLOYDADA ISD",5,"2020-10-25","2020-08-24",702,NA,"TX"
"6482","FOLLETT ISD",0,"2020-10-25","2020-08-24",163,NA,"TX"
"6483","FORESTBURG ISD",1,"2020-10-25","2020-08-24",167,NA,"TX"
"6484","FORNEY ISD",28,"2020-10-25","2020-08-24",12628,NA,"TX"
"6485","FORSAN ISD",4,"2020-10-25","2020-08-24",776,NA,"TX"
"6486","FORT BEND ISD",63,"2020-10-25","2020-08-24",76227,NA,"TX"
